Unnamed: 0,a1,a2,a3,a4,a5,mean,annotator_id
0,-0.2419697125675175,,,,,-0.2419697125675175,a1
2,-0.1692008458413592,-0.1191782575912058,0.1635009421180154,-0.1119105831473782,0.0420231210082409,-0.0389531246907373,mean
5,,-0.2235084341463182,,,,-0.2235084341463182,a2
6,-0.0832012760740812,0.0610284110039882,0.1566591112748006,0.0242854562804799,0.0588795674616067,0.0435302539893588,mean
8,0.1086439180221544,0.1653585875591006,0.1292917879019413,-0.0892112432427351,0.2021593623152161,0.1032484825111354,mean
10,-0.2287390095263978,-0.1666010651162569,-0.3496363711230962,-0.3048549723368439,-0.3878162635525871,-0.2875295363310364,mean
11,,0.2507196411041926,,,,0.2507196411041926,a2
15,-0.2088929549647183,-0.0527863270561343,0.0266643252537189,-0.1686589329089858,-0.1012566738453684,-0.1009861127042975,mean
16,,,,-0.2140576127182718,,-0.2140576127182718,a4
17,,-0.2804158031763796,,,,-0.2804158031763796,a2
18,0.0689518088987953,0.0610284110039882,0.0950826336858672,0.0356351262328014,-0.1686824596588316,0.0184031040325241,mean
20,,,,-0.0324628934811275,,-0.0324628934811275,a4
27,,,0.1292917879019413,,,0.1292917879019413,a3
29,-0.1824315488824788,-0.1286628190962161,0.060873479469793,-0.1573092629566642,-0.1602542364321487,-0.1135568775795429,mean
30,,,,-0.0551622333857706,,-0.0551622333857706,a4
32,,,,-0.1119105831473782,,-0.1119105831473782,a4
33,,,,-0.1005609131950566,,-0.1005609131950566,a4
34,0.1747974332277529,,,,,0.1747974332277529,a1
37,0.3269505182006294,,,,,0.3269505182006294,a1
38,,,0.1292917879019413,,,0.1292917879019413,a3
39,,,,,-0.1771106828855145,-0.1771106828855145,a5
40,-0.0765859245535213,-0.1096936960861956,0.060873479469793,-0.1005609131950566,0.0757360139149725,-0.0300462080900016,mean
44,,,-0.1785906000427257,,,-0.1785906000427257,a3
45,-0.1162780336768804,-0.0622708885611445,0.1292917879019413,-0.0324628934811275,0.0757360139149725,-0.0011968027804477,mean
46,,,,,0.0167384513281922,0.0167384513281922,a5
49,,,,,0.0588795674616067,0.0588795674616067,a5
50,-0.1692008458413592,0.0136056034789371,-0.2127997542587998,-0.0551622333857706,0.0757360139149725,-0.069564243218404,mean
52,,,,,-0.2276800222456119,-0.2276800222456119,a5
53,-0.2882771732114365,,,,,-0.2882771732114365,a1
54,,,,,-0.1181131202987341,-0.1181131202987341,a5
56,-0.2816618216908766,-0.2709312416713694,-0.3154272169070222,-0.2821556324322009,-0.1855389061121974,-0.2671429637627333,mean
57,,,-0.3496363711230962,,,-0.3496363711230962,a3
58,,,,,0.0504513442349238,0.0504513442349238,a5
60,,,,,0.0757360139149725,0.0757360139149725,a5
62,-0.2353543610469576,,,,,-0.2353543610469576,a1
65,,,0.060873479469793,,,0.060873479469793,a3
66,,,-0.281218062690948,,,-0.281218062690948,a3
67,,,,,-0.303534031285758,-0.303534031285758,a5
70,0.3798733303651082,,,,,0.3798733303651082,a1
72,-0.2287390095263978,-0.0907245730761752,0.060873479469793,0.0356351262328014,-0.2445364686989777,-0.0934982891197912,mean
74,,,-0.1785906000427257,,,-0.1785906000427257,a3
77,,,,,-0.1855389061121974,-0.1855389061121974,a5
78,,,,,-0.1686824596588316,-0.1686824596588316,a5
80,,,,-0.0324628934811275,,-0.0324628934811275,a4
81,,-0.2424775571563387,,,,-0.2424775571563387,a2
82,,,,0.0583344661374444,,0.0583344661374444,a4
85,,,,,-0.4720984958194161,-0.4720984958194161,a5
86,,,,-0.1232602530996997,,-0.1232602530996997,a4
88,,,-0.2127997542587998,,,-0.2127997542587998,a3
89,,,,-0.1005609131950566,,-0.1005609131950566,a4
90,,,,,-0.0844002273920025,-0.0844002273920025,a5
91,,,,,0.1937311390885332,0.1937311390885332,a5
93,0.0160289967343165,-0.1571165036112467,0.060873479469793,-0.395652331955416,-0.1096848970720513,-0.1171102512869208,mean
94,,,,-0.0551622333857706,,-0.0551622333857706,a4
96,,,-0.3154272169070222,,,-0.3154272169070222,a3
98,,,,-0.2594562925275578,,-0.2594562925275578,a4
99,-0.1625854943207993,,,,,-0.1625854943207993,a1
100,,,,,-0.2023953525655632,-0.2023953525655632,a5
101,,,,-0.1005609131950566,,-0.1005609131950566,a4
104,,,-0.2470089084748739,,,-0.2470089084748739,a3
105,,,-0.281218062690948,,,-0.281218062690948,a3
106,0.3534119242828687,,,,,0.3534119242828687,a1
107,,,,,0.0841642371416554,0.0841642371416554,a5
108,0.0027982936931968,-0.1286628190962161,0.0266643252537189,-0.0438125634334491,-0.1265413435254171,-0.0539108214216333,mean
112,,,,-0.0324628934811275,,-0.0324628934811275,a4
114,,-0.1286628190962161,,,,-0.1286628190962161,a2
115,,,,0.0469847961851229,,0.0469847961851229,a4
117,,,,-0.2367569526229148,,-0.2367569526229148,a4
119,,,,,-0.2361082454722948,-0.2361082454722948,a5
121,,,,-0.2708059624798793,,-0.2708059624798793,a4
123,,,,-0.2140576127182718,,-0.2140576127182718,a4
127,,,0.1977100963340895,,,0.1977100963340895,a3
129,,,,-0.3162046422891654,,-0.3162046422891654,a4
130,-0.1890469004030387,,,,,-0.1890469004030387,a1
133,0.4460268455707067,-0.1096936960861956,0.060873479469793,-0.2935053023845224,-0.219251799018929,-0.0231100944898294,mean
134,,,,-0.3502536521461299,,-0.3502536521461299,a4
135,,,,,-0.2276800222456119,-0.2276800222456119,a5
136,-0.2419697125675175,-0.2614466801663592,-0.3564782019663111,-0.4524006817170236,-0.2951058080590751,-0.3214802168952573,mean
138,-0.308123227773116,,,,,-0.308123227773116,a1
139,,,-0.3838455253391704,,,-0.3838455253391704,a3
146,,,,,-0.4215291564593186,-0.4215291564593186,a5
149,-0.222123658005838,-0.1476319421062365,-0.281218062690948,-0.2027079427659502,-0.1855389061121974,-0.207844102336234,mean
151,,,,,-0.1096848970720513,-0.1096848970720513,a5
154,,,-0.4180546795552446,,,-0.4180546795552446,a3
155,,,,-0.2367569526229148,,-0.2367569526229148,a4
156,,-0.1476319421062365,,,,-0.1476319421062365,a2
157,,,,,-0.4215291564593186,-0.4215291564593186,a5
159,,,,,-0.1855389061121974,-0.1855389061121974,a5
162,,,,,-0.6406629603530741,-0.6406629603530741,a5
163,,,-0.3496363711230962,,,-0.3496363711230962,a3
167,-0.2287390095263978,-0.3562922952164613,-0.2470089084748739,-0.4751000216216666,-0.4299573796860016,-0.3474195229050803,mean
173,-0.1692008458413592,-0.0243326425411037,-0.2470089084748739,0.0242854562804799,-0.1771106828855145,-0.1186735246924743,mean
176,,,,,-0.303534031285758,-0.303534031285758,a5
177,,-0.4511379102665634,,,,-0.4511379102665634,a2
183,,,,-0.5318483713832742,,-0.5318483713832742,a4
187,-0.1890469004030387,-0.384745979731492,-0.281218062690948,-0.2481066225752363,-0.3709598170992212,-0.2948154764999873,mean
188,,,,,-0.3793880403259042,-0.3793880403259042,a5
189,,-0.3088694876914103,,,,-0.3088694876914103,a2
190,-0.222123658005838,-0.2709312416713694,-0.3496363711230962,-0.418351671860059,-0.3456751474191725,-0.321343618015907,mean
191,-0.2618157671291971,-0.2709312416713694,-0.281218062690948,-0.4977993615263097,-0.5563807280862452,-0.3736290322208139,mean
192,-0.2485850640880774,0.0230901649839474,-0.3496363711230962,-0.1119105831473782,-0.5648089513129281,-0.2503701609375065,mean
193,,,,,-0.3456751474191725,-0.3456751474191725,a5
195,,,-0.3154272169070222,,,-0.3154272169070222,a3
199,-0.2485850640880774,-0.5744372098316964,-0.4180546795552446,-0.6112960610495247,-0.3288187009658068,-0.43623834309807,mean
200,,-0.2140238726413081,,,,-0.2140238726413081,a2
201,,,-0.3496363711230962,,,-0.3496363711230962,a3
202,-0.2552004156086372,,,,,-0.2552004156086372,a1
203,,,-0.3838455253391704,,,-0.3838455253391704,a3
208,-0.2552004156086372,-0.2140238726413081,-0.3838455253391704,-0.4637503516693451,-0.219251799018929,-0.3072143928554779,mean
209,,,,,-0.4720984958194161,-0.4720984958194161,a5
210,,,,-0.1573092629566642,,-0.1573092629566642,a4
211,,,-0.281218062690948,,,-0.281218062690948,a3
213,,,,,-0.3878162635525871,-0.3878162635525871,a5
214,-0.2485850640880774,-0.1760856266212672,-0.281218062690948,-0.4637503516693451,-0.2529646919256606,-0.2845207593990596,mean
215,,,,-0.1119105831473782,,-0.1119105831473782,a4
216,,-0.0622708885611445,,,,-0.0622708885611445,a2
218,,,-0.2127997542587998,,,-0.2127997542587998,a3
219,,,,-0.1686589329089858,,-0.1686589329089858,a4
222,,,,-0.6226457310018463,,-0.6226457310018463,a4
224,,,,,-0.4468138261393675,-0.4468138261393675,a5
225,-0.2155083064852781,,,,,-0.2155083064852781,a1
226,,,,0.0015861163758369,,0.0015861163758369,a4
230,-0.1890469004030387,0.0799975340140087,0.060873479469793,-0.1573092629566642,-0.1518260132054658,-0.0714622326162734,mean
231,-0.1956622519235985,0.0610284110039882,-0.3838455253391704,-0.2140576127182718,-0.2782493616057093,-0.2021572681165523,mean
235,,,-0.3154272169070222,,,-0.3154272169070222,a3
237,,,,-0.2821556324322009,,-0.2821556324322009,a4
238,,,-0.3496363711230962,,,-0.3496363711230962,a3
241,,,,-0.1459595930043427,,-0.1459595930043427,a4
244,,-0.0433017655511241,,,,-0.0433017655511241,a2
246,,-0.2804158031763796,,,,-0.2804158031763796,a2
247,,,,-0.3502536521461299,,-0.3502536521461299,a4
248,,-0.384745979731492,,,,-0.384745979731492,a2
250,,,0.060873479469793,,,0.060873479469793,a3
252,-0.2816618216908766,0.1748431490641109,-0.2470089084748739,-0.0438125634334491,-0.1012566738453684,-0.0997793636760914,mean
254,-0.2353543610469576,0.2602042026092028,-0.1785906000427257,-0.0665119033380921,0.1094489068217041,-0.0221607509993736,mean
258,0.0491057543371157,,,,,0.0491057543371157,a1
261,-0.2485850640880774,,,,,-0.2485850640880774,a1
264,,0.0799975340140087,,,,0.0799975340140087,a2
267,,,0.060873479469793,,,0.060873479469793,a3
268,,,,,0.1515900229551187,0.1515900229551187,a5
269,,,-0.1785906000427257,,,-0.1785906000427257,a3
270,,,-0.1785906000427257,,,-0.1785906000427257,a3
272,,,-0.1443814458266516,,,-0.1443814458266516,a3
277,-0.0699705730329615,0.2412350795991824,0.1292917879019413,0.0242854562804799,0.033594897781558,0.07168732970604,mean
279,,,,0.1264324858513736,,0.1264324858513736,a4
280,,0.1653585875591006,,,,0.1653585875591006,a2
286,,,0.1292917879019413,,,0.1292917879019413,a3
290,,-0.2045393111362978,,,,-0.2045393111362978,a2
291,-0.0236631123890425,0.0041210419739269,0.1292917879019413,-0.0097635535764845,0.0588795674616067,0.0317731462743895,mean
292,0.1814127847483127,0.1274203415390598,0.1292917879019413,-0.0438125634334491,0.0841642371416554,0.095695317579504,mean
296,,,,,0.1853029158618503,0.1853029158618503,a5
297,,,0.2319192505501636,,,0.2319192505501636,a3
298,,,,-0.0551622333857706,,-0.0551622333857706,a4
301,,,0.2319192505501636,,,0.2319192505501636,a3
303,,,0.1292917879019413,,,0.1292917879019413,a3
305,,,,-0.1005609131950566,,-0.1005609131950566,a4
306,,,,0.0242854562804799,,0.0242854562804799,a4
307,0.1747974332277529,0.1274203415390598,0.0950826336858672,-0.2027079427659502,-0.1012566738453684,0.0186671583682722,mean
309,,,,0.0469847961851229,,0.0469847961851229,a4
312,,,-0.1785906000427257,,,-0.1785906000427257,a3
316,,,0.1292917879019413,,,0.1292917879019413,a3
317,0.1615667301866332,0.269688764114213,0.1977100963340895,-0.0892112432427351,0.0841642371416554,0.1247837169067712,mean
319,,,,,0.1431617997284358,0.1431617997284358,a5
320,0.1549513786660733,,,,,0.1549513786660733,a1
322,,,,,0.2695851481286793,0.2695851481286793,a5
327,,,,0.2739781952315532,,0.2739781952315532,a4
332,,,,,0.1937311390885332,0.1937311390885332,a5
339,,,,,0.3285827107154596,0.3285827107154596,a5
340,-0.1361240882385599,0.3171115716392641,0.1977100963340895,0.3420762149454823,0.1515900229551187,0.1744727635270789,mean
341,,0.2791733256192233,,,,0.2791733256192233,a2
343,,,,,0.210587585541899,0.210587585541899,a5
344,,,0.1292917879019413,,,0.1292917879019413,a3
345,,,,0.2739781952315532,,0.2739781952315532,a4
346,-0.0302784639096024,,,,,-0.0302784639096024,a1
347,,,,,0.1515900229551187,0.1515900229551187,a5
348,-0.1493547912796796,,,,,-0.1493547912796796,a1
349,-0.0236631123890425,,,,,-0.0236631123890425,a1
354,0.0292596997754362,,,,,0.0292596997754362,a1
356,,,,,0.1600182461818016,0.1600182461818016,a5
361,,,,,0.3285827107154596,0.3285827107154596,a5
362,,,,,0.1684464694084844,0.1684464694084844,a5
366,-0.0501245184712819,,,,,-0.0501245184712819,a1
367,,,,0.2966775351361962,,0.2966775351361962,a4
368,,0.0420592879939678,,,,0.0420592879939678,a2
369,,,,,0.1684464694084844,0.1684464694084844,a5
370,,0.3455652561542948,,,,0.3455652561542948,a2
371,,,,,0.1853029158618503,0.1853029158618503,a5
372,0.0491057543371157,-0.0527863270561343,0.0950826336858672,0.0242854562804799,0.1094489068217041,0.0450272848138065,mean
375,,0.3360806946492846,,,,0.3360806946492846,a2
377,,,0.3003375589823119,,,0.3003375589823119,a3
379,,,,,0.0673077906882896,0.0673077906882896,a5
381,,0.440410871204397,,,,0.440410871204397,a2
382,,,,,0.2527287016753135,0.2527287016753135,a5
383,,,,0.3080272050885178,,0.3080272050885178,a4
384,0.4063347364473476,,,,,0.4063347364473476,a1
385,0.0226443482548763,0.3740189406693255,-0.1443814458266516,0.0469847961851229,0.1768746926351674,0.0952282663835681,mean
386,,,0.1977100963340895,,,0.1977100963340895,a3
388,0.1880281362688726,0.1084512185290393,0.2319192505501636,0.2399291853745887,0.1515900229551187,0.1839835627355566,mean
391,0.1417206756249536,0.3171115716392641,0.2661284047662378,0.2853278651838747,0.2021593623152161,0.2424895759059092,mean
395,,,,-0.0551622333857706,,-0.0551622333857706,a4
397,,,0.060873479469793,,,0.060873479469793,a3
