utt_id,valence,arousal
0,-0.0053568227660815,-0.2419697125675175
2,0.0572793438933614,-0.0389531246907373
5,0.0953358105484998,-0.2235084341463182
6,0.073845057564576,0.0435302539893588
8,0.0166044522671426,0.1032484825111354
10,0.0212362640664275,-0.2875295363310364
11,0.053740779768177,0.2507196411041926
15,0.0455675986678153,-0.1009861127042975
16,-0.1162333723340736,-0.2140576127182718
17,0.0121457489878542,-0.2804158031763796
18,0.0449337555373859,0.0184031040325241
20,0.0321722102174111,-0.0324628934811275
27,0.0794925271602333,0.1292917879019413
29,0.0271250953037658,-0.1135568775795429
30,-0.1162333723340736,-0.0551622333857706
32,-0.0738317773193637,-0.1119105831473782
33,-0.0102293847972987,-0.1005609131950566
34,0.0303553290077954,0.1747974332277529
37,-0.0529730251312508,0.3269505182006294
38,0.1289181887399721,0.1292917879019413
39,0.0436961084821126,-0.1771106828855145
40,0.0401121988181785,-0.0300462080900016
44,0.0547796963703639,-0.1785906000427257
45,0.0412368349119381,-0.0011968027804477
46,0.0824241370495576,0.0167384513281922
49,0.1453571834716558,0.0588795674616067
50,0.0294015482742773,-0.069564243218404
52,0.0485371120530432,-0.2276800222456119
53,0.0005952025295646,-0.2882771732114365
54,0.0630601227658351,-0.1181131202987341
56,0.0025979294880456,-0.2671429637627333
57,-0.1033824206848,-0.3496363711230962
58,0.2421772548902685,0.0504513442349238
60,-0.1402620272132514,0.0757360139149725
62,-0.058925050426897,-0.2353543610469576
65,0.1042053579501027,0.060873479469793
66,-0.1182101191587216,-0.281218062690948
67,-0.0531239629365,-0.303534031285758
70,-0.3446222646179129,0.3798733303651082
72,-0.0118635251069053,-0.0934982891197912
74,0.0350094317384684,-0.1785906000427257
77,-0.0966929950748756,-0.1855389061121974
78,-0.0966929950748756,-0.1686824596588316
80,0.0745738052321211,-0.0324628934811275
81,0.0121457489878542,-0.2424775571563387
82,0.0109714127100561,0.0583344661374444
85,-0.0482829593655693,-0.4720984958194161
86,-0.0950325748267186,-0.1232602530996997
88,0.1783438503197108,-0.2127997542587998
89,-0.0102293847972987,-0.1005609131950566
90,0.1163111620460721,-0.0844002273920025
91,-0.0821699843620838,0.1937311390885332
93,0.0626040986678365,-0.1171102512869208
94,-0.0844321760730411,-0.0551622333857706
96,-0.1182101191587216,-0.3154272169070222
98,0.0109714127100561,-0.2594562925275578
99,-0.0648770757225431,-0.1625854943207993
100,-0.1063750022167369,-0.2023953525655632
101,0.0003710139563787,-0.1005609131950566
104,0.0053540347906252,-0.2470089084748739
105,0.0300668655804945,-0.281218062690948
106,0.1315397590337802,0.3534119242828687
107,0.1453571834716558,0.0841642371416554
108,0.0269091867129518,-0.0539108214216333
112,-0.0208297835509762,-0.0324628934811275
114,-0.0433142920525761,-0.1286628190962161
115,0.2017785902762509,0.0469847961851229
117,0.0745738052321211,-0.2367569526229148
119,0.0727421299076964,-0.2361082454722948
121,0.0639734064784436,-0.2708059624798793
123,0.0427726089710886,-0.2140576127182718
127,0.2030566811095802,0.1977100963340895
129,0.0003710139563787,-0.3162046422891654
130,-0.0053568227660815,-0.1890469004030387
133,0.204203158716116,-0.0231100944898294
134,-0.0208297835509762,-0.3502536521461299
135,-0.0531239629365,-0.2276800222456119
136,0.0173565768384621,-0.3214802168952573
138,-0.0053568227660815,-0.308123227773116
139,-0.1182101191587216,-0.3838455253391704
146,0.02433209419839,-0.4215291564593186
149,-0.0286583691454143,-0.207844102336234
151,0.0630601227658351,-0.1096848970720513
154,-0.1182101191587216,-0.4180546795552446
155,-0.0208297835509762,-0.2367569526229148
156,-0.0571793023126837,-0.1476319421062365
157,-0.0676469736492919,-0.4215291564593186
159,0.0340141013402513,-0.1855389061121974
162,-0.0773289807911531,-0.6406629603530741
163,0.0053540347906252,-0.3496363711230962
167,-0.0537262466286553,-0.3474195229050803
173,-0.0153282333053024,-0.1186735246924743
176,0.1211521656170027,-0.303534031285758
177,0.0121457489878542,-0.4511379102665634
183,-0.0738317773193637,-0.5318483713832742
187,0.0175618284712146,-0.2948154764999873
188,0.0533781156239738,-0.3793880403259042
189,0.0121457489878542,-0.3088694876914103
190,-0.0518118814203061,-0.321343618015907
191,-0.0829988667047214,-0.3736290322208139
192,-0.0456021352066368,-0.2503701609375065
193,0.0436961084821126,-0.3456751474191725
195,-0.1182101191587216,-0.3154272169070222
199,-0.0490793879687995,-0.43623834309807
200,-0.0017192612722533,-0.2140238726413081
201,-0.1923486115283298,-0.3496363711230962
202,0.0124992531208569,-0.2552004156086372
203,0.0547796963703639,-0.3838455253391704
208,-0.0360082625056311,-0.3072143928554779
209,0.0291730977693207,-0.4720984958194161
210,0.0427726089710886,-0.1573092629566642
211,-0.0934972883688523,-0.281218062690948
213,0.0533781156239738,-0.3878162635525871
214,-0.0163367516953732,-0.2845207593990596
215,0.0215718114637336,-0.1119105831473782
216,-0.0433142920525761,-0.0622708885611445
218,0.0300668655804945,-0.2127997542587998
219,0.0215718114637336,-0.1686589329089858
222,0.0321722102174111,-0.6226457310018463
224,-0.1160570093585982,-0.4468138261393675
225,-0.0113088480617277,-0.2155083064852781
226,0.0321722102174111,0.0015861163758369
230,-0.0032861340772736,-0.0714622326162734
231,-0.0156927811846233,-0.2021572681165523
235,0.0547796963703639,-0.3154272169070222
237,-0.0950325748267186,-0.2821556324322009
238,0.0300668655804945,-0.3496363711230962
241,0.0109714127100561,-0.1459595930043427
244,-0.0017192612722533,-0.0433017655511241
246,0.053740779768177,-0.2804158031763796
247,0.0427726089710886,-0.3502536521461299
248,-0.0294492817924685,-0.384745979731492
250,0.1536310195298415,0.060873479469793
252,0.0755045680783312,-0.0997793636760914
254,0.0445133164708508,-0.0221607509993736
258,-0.0648770757225431,0.0491057543371157
261,0.0244033037121492,-0.2485850640880774
264,0.0260107592479618,0.0799975340140087
267,0.0053540347906252,0.060873479469793
268,-0.1789900557806964,0.1515900229551187
269,0.0547796963703639,-0.1785906000427257
270,0.0547796963703639,-0.1785906000427257
272,0.0053540347906252,-0.1443814458266516
277,0.0204218714244196,0.07168732970604
279,-0.190436163609816,0.1264324858513736
280,0.0260107592479618,0.1653585875591006
286,0.1783438503197108,0.1292917879019413
290,-0.0017192612722533,-0.2045393111362978
291,0.0220210300760583,0.0317731462743895
292,0.0519594177733992,0.095695317579504
296,-0.1644670450679045,0.1853029158618503
297,0.0547796963703639,0.2319192505501636
298,0.0427726089710886,-0.0551622333857706
301,-0.0934972883688523,0.2319192505501636
303,-0.1182101191587216,0.1292917879019413
305,-0.1586349673487836,-0.1005609131950566
306,-0.0738317773193637,0.0242854562804799
307,-0.0045384821611942,0.0186671583682722
309,0.2971821790593483,0.0469847961851229
312,-0.0934972883688523,-0.1785906000427257
316,0.1289181887399721,0.1292917879019413
317,-0.0751408223151288,0.1247837169067712
319,-0.0821699843620838,0.1431617997284358
320,0.1791559613989495,0.1549513786660733
322,0.0727421299076964,0.2695851481286793
327,0.0321722102174111,0.2739781952315532
332,-0.2080360772062802,0.1937311390885332
339,-0.3581071879051297,0.3285827107154596
340,0.0898723953658335,0.1744727635270789
341,-0.2374244356940824,0.2791733256192233
343,-0.1886720629225577,0.210587585541899
344,-0.1676357807384604,0.1292917879019413
345,0.180577792768896,0.2739781952315532
346,0.0184512784165031,-0.0302784639096024
347,-0.0870109879330144,0.1515900229551187
348,0.0005952025295646,-0.1493547912796796
349,-0.0113088480617277,-0.0236631123890425
354,0.0422593795990877,0.0292596997754362
356,-0.1112160057876675,0.1600182461818016
361,-0.1596260414969739,0.3285827107154596
362,-0.0773289807911531,0.1684464694084844
366,-0.0053568227660815,-0.0501245184712819
367,0.0745738052321211,0.2966775351361962
368,-0.0571793023126837,0.0420592879939678
369,0.1356751763297946,0.1684464694084844
370,0.123065831068715,0.3455652561542948
371,0.1114701584751414,0.1853029158618503
372,0.0567040322427319,0.0450272848138065
375,0.2339859131495757,0.3360806946492846
377,-0.1429229499485911,0.3003375589823119
379,-0.0531239629365,0.0673077906882896
381,-0.6117797127169874,0.440410871204397
382,-0.0724879772202225,0.2527287016753135
383,0.1699773940152185,0.3080272050885178
384,-0.058925050426897,0.4063347364473476
385,-0.1462325121034793,0.0952282663835681
386,-0.1182101191587216,0.1977100963340895
388,0.0539097869839083,0.1839835627355566
391,0.0033846588495275,0.2424895759059092
395,-0.0208297835509762,-0.0551622333857706
397,-0.1923486115283298,0.060873479469793
398,0.0958276072599032,0.1615667301866332
400,-0.1680993843935445,0.3360806946492846
403,0.0244033037121492,0.0027982936931968
405,0.0003710139563787,0.2626285252792317
